Product_normalized	OriginalProducts	Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	DbXrefs
hth luxr-type domain-containing protein	HTH luxR-type domain-containing protein	contig_1130;contig_1241;contig_1352;contig_1796;contig_908;contig_930	cds	101515;119269;154854;19254;238493;31848;481238	102321;120087;155522;20042;239278;32234;482215	+;-	MDNEJI_02068;MDNEJI_02741;MDNEJI_04298;MDNEJI_04616;MDNEJI_04942;MDNEJI_05194;MDNEJI_06574		SO:0001217, UniRef:UniRef50_A0A0C5DY71;SO:0001217, UniRef:UniRef50_A0A0C5ELI4;SO:0001217, UniRef:UniRef50_A0A3M5DYE4;SO:0001217, UniRef:UniRef50_A0A5E7WJ58;SO:0001217, UniRef:UniRef50_A0AA35IFT5;SO:0001217, UniRef:UniRef50_N2INB0;SO:0001217, UniRef:UniRef50_U1ZIU0
hth lysr-type domain-containing protein	HTH lysR-type domain-containing protein	contig_1019;contig_1052;contig_1130;contig_1241;contig_1352;contig_1463;contig_1574;contig_1685;contig_1796;contig_222;contig_333;contig_555;contig_777;contig_885;contig_908;contig_919;contig_930;contig_941;contig_963;contig_985	cds	107397;11842;119112;140371;14328;152409;156521;16405;17240;176891;192692;200139;214740;219365;224539;23363;240589;242090;25784;25802;27782;281045;290344;30136;334882;335233;339380;353047;362588;363618;364372;366180;38550;39930;438946;440879;44520;453714;45377;473724;48755;50919;56481;58442;59933;602455;6139;63010;63220;66710;71186;76766;80028;82071;83789;97416;98332;9913	10815;108314;119990;12741;141279;15230;153326;157417;17292;177838;18115;193678;201059;215633;220297;225444;241500;24259;243028;26710;26713;281971;28705;291333;31008;335772;336117;340285;354000;363484;364562;365328;367034;39458;40853;439767;441787;45404;454622;46330;474659;49675;51806;57368;59305;603363;60793;63903;64137;67591;7005;72076;77704;80945;82988;84835;98330;99270	+;-	MDNEJI_00307;MDNEJI_00338;MDNEJI_00345;MDNEJI_00533;MDNEJI_00625;MDNEJI_01026;MDNEJI_01400;MDNEJI_01579;MDNEJI_02181;MDNEJI_02260;MDNEJI_02358;MDNEJI_02509;MDNEJI_02523;MDNEJI_02570;MDNEJI_02670;MDNEJI_02815;MDNEJI_02822;MDNEJI_03041;MDNEJI_03061;MDNEJI_03211;MDNEJI_03480;MDNEJI_03697;MDNEJI_03706;MDNEJI_03748;MDNEJI_03782;MDNEJI_03784;MDNEJI_03856;MDNEJI_03858;MDNEJI_04094;MDNEJI_04100;MDNEJI_04200;MDNEJI_04228;MDNEJI_04488;MDNEJI_04609;MDNEJI_04755;MDNEJI_04792;MDNEJI_04908;MDNEJI_05038;MDNEJI_05185;MDNEJI_05189;MDNEJI_05192;MDNEJI_05202;MDNEJI_05271;MDNEJI_05536;MDNEJI_05537;MDNEJI_05743;MDNEJI_05779;MDNEJI_06176;MDNEJI_06233;MDNEJI_06238;MDNEJI_06251;MDNEJI_06356;MDNEJI_06388;MDNEJI_06485;MDNEJI_06592;MDNEJI_06593;MDNEJI_06626;MDNEJI_06752		SO:0001217, UniRef:UniRef50_A0A024HJU0;SO:0001217, UniRef:UniRef50_A0A024HKM7;SO:0001217, UniRef:UniRef50_A0A024HMZ6;SO:0001217, UniRef:UniRef50_A0A024HND4;SO:0001217, UniRef:UniRef50_A0A0C5DR95;SO:0001217, UniRef:UniRef50_A0A0C5DY89;SO:0001217, UniRef:UniRef50_A0A0C5DYY2;SO:0001217, UniRef:UniRef50_A0A0C5DZ53;SO:0001217, UniRef:UniRef50_A0A0C5E134;SO:0001217, UniRef:UniRef50_A0A0C5E3W8;SO:0001217, UniRef:UniRef50_A0A0C5E4X2;SO:0001217, UniRef:UniRef50_A0A0C5E531;SO:0001217, UniRef:UniRef50_A0A0C5E6B2;SO:0001217, UniRef:UniRef50_A0A0C5E6Z6;SO:0001217, UniRef:UniRef50_A0A0C5E852;SO:0001217, UniRef:UniRef50_A0A0C5E8Y7;SO:0001217, UniRef:UniRef50_A0A0C5ECR6;SO:0001217, UniRef:UniRef50_A0A0C5EEX8;SO:0001217, UniRef:UniRef50_A0A0C5EG06;SO:0001217, UniRef:UniRef50_A0A0C5ENE6;SO:0001217, UniRef:UniRef50_A0A0D6SW59;SO:0001217, UniRef:UniRef50_A0A0F9XXD9;SO:0001217, UniRef:UniRef50_A0A0N8KJ55;SO:0001217, UniRef:UniRef50_A0A0P7Z7F8;SO:0001217, UniRef:UniRef50_A0A0P7ZB17;SO:0001217, UniRef:UniRef50_A0A0Q0EQX7;SO:0001217, UniRef:UniRef50_A0A1Q9QZZ6;SO:0001217, UniRef:UniRef50_A0A2H2YGZ0;SO:0001217, UniRef:UniRef50_A0A3M3DSA1;SO:0001217, UniRef:UniRef50_A0A3M3DZB1;SO:0001217, UniRef:UniRef50_A0A3M3EJY9;SO:0001217, UniRef:UniRef50_A0A3M3ESY1;SO:0001217, UniRef:UniRef50_A0A3M3EUM4;SO:0001217, UniRef:UniRef50_A0A3M4WE65;SO:0001217, UniRef:UniRef50_A0A3M5DRE9;SO:0001217, UniRef:UniRef50_A0A3M5EBG9;SO:0001217, UniRef:UniRef50_A0A3M5EX89;SO:0001217, UniRef:UniRef50_A0A5C1EB82;SO:0001217, UniRef:UniRef50_A0A5E6PEY3;SO:0001217, UniRef:UniRef50_A0A7U9C069;SO:0001217, UniRef:UniRef50_A0AAJ5N6D0;SO:0001217, UniRef:UniRef50_A0AAJ5N7B2;SO:0001217, UniRef:UniRef50_A0AAJ5NCN4;SO:0001217, UniRef:UniRef50_A0AAJ5NFV8;SO:0001217, UniRef:UniRef50_A0AAJ5T654;SO:0001217, UniRef:UniRef50_A7MJI7;SO:0001217, UniRef:UniRef50_K8P9M4;SO:0001217, UniRef:UniRef50_N2J3C7;SO:0001217, UniRef:UniRef50_N2J9D3;SO:0001217, UniRef:UniRef50_N2J9W8;SO:0001217, UniRef:UniRef50_N8YPV5;SO:0001217, UniRef:UniRef50_U1ZTB6;SO:0001217, UniRef:UniRef50_U3G901;SO:0001217, UniRef:UniRef50_U3TXM4;SO:0001217, UniRef:UniRef50_V2UEH9;SO:0001217, UniRef:UniRef50_V2UUD6
hth marr-type domain-containing protein	HTH marR-type domain-containing protein	contig_111;contig_1130;contig_1241;contig_1352;contig_777;contig_963	cds	155243;201377;291594;82904;84882;85862	155719;201811;292154;83317;85304;86335	+;-	MDNEJI_00211;MDNEJI_01485;MDNEJI_03086;MDNEJI_04238;MDNEJI_04817;MDNEJI_05465		SO:0001217, UniRef:UniRef50_A0A024HKM3;SO:0001217, UniRef:UniRef50_A0A0C5EB79;SO:0001217, UniRef:UniRef50_A0A1Q9R3N4;SO:0001217, UniRef:UniRef50_A0A3M4B8H3;SO:0001217, UniRef:UniRef50_A0A5E6ZT24;SO:0001217, UniRef:UniRef50_N2JU13
hth merr-type domain-containing protein	HTH merR-type domain-containing protein	contig_1018;contig_1241;contig_952	cds	22675;32178;381635	23574;32534;382105	+;-	MDNEJI_02913;MDNEJI_03428;MDNEJI_05079		SO:0001217, UniRef:UniRef50_A0A081NFP9;SO:0001217, UniRef:UniRef50_A0A3M3EXX4;SO:0001217, UniRef:UniRef50_A0AAJ5NC40
hth tetr-type domain-containing protein	HTH tetR-type domain-containing protein	contig_1019;contig_1241;contig_1463;contig_222;contig_333;contig_777;contig_908;contig_919;contig_930;contig_941	cds	12439;125619;150073;168068;169737;212836;32709;329259;334242;36611;371871;390663;430220;50831;77497;89676	126269;13107;150633;168652;170294;213456;329906;334883;33557;37171;372536;391376;430837;51439;78078;90341	+;-	MDNEJI_00260;MDNEJI_00331;MDNEJI_00615;MDNEJI_01368;MDNEJI_02095;MDNEJI_02255;MDNEJI_02332;MDNEJI_02548;MDNEJI_02564;MDNEJI_02761;MDNEJI_02841;MDNEJI_03586;MDNEJI_05032;MDNEJI_05089;MDNEJI_05833;MDNEJI_05984		SO:0001217, UniRef:UniRef50_A0A0C5DQR3;SO:0001217, UniRef:UniRef50_A0A0C5DYK4;SO:0001217, UniRef:UniRef50_A0A0C5E1F3;SO:0001217, UniRef:UniRef50_A0A0C5EA79;SO:0001217, UniRef:UniRef50_A0A0C5EFN5;SO:0001217, UniRef:UniRef50_A0A143Q7E1;SO:0001217, UniRef:UniRef50_A0A3M3DZH0;SO:0001217, UniRef:UniRef50_A0A3M3EX26;SO:0001217, UniRef:UniRef50_A0A3M3F1Y4;SO:0001217, UniRef:UniRef50_A0A3M4PX56;SO:0001217, UniRef:UniRef50_A0A5E7FCN0;SO:0001217, UniRef:UniRef50_N9NQ28;SO:0001217, UniRef:UniRef50_Q9I3H4;SO:0001217, UniRef:UniRef50_S6ATF1;SO:0001217, UniRef:UniRef50_S9ZI37;SO:0001217, UniRef:UniRef50_U1Z9M7
hth-type transcriptional activator baur	HTH-type transcriptional activator BauR	contig_222	cds	131084	132001	-	MDNEJI_00365	bauR	BlastRules:WP_003083805, SO:0001217, UniRef:UniRef50_A0A3M3EL99
hth-type transcriptional activator rhas	HTH-type transcriptional activator RhaS	contig_777	cds	118080	118904	+	MDNEJI_01450	rhaS	SO:0001217, UniRef:UniRef50_A0A5E6VDT6
hth-type transcriptional regulator argp	HTH-type transcriptional regulator ArgP	contig_444	cds	97223	98119	-	MDNEJI_00759	argP	SO:0001217, UniRef:UniRef50_Q9HW38
hth-type transcriptional regulator beti	HTH-type transcriptional regulator BetI	contig_333;contig_555	cds	198147;214538	198740;215119	+;-	MDNEJI_00656;MDNEJI_01081	betI	SO:0001217, UniRef:UniRef50_P17446;SO:0001217, UniRef:UniRef50_Q9APW2
hth-type transcriptional regulator budr	HTH-type transcriptional regulator BudR	contig_1130	cds	476082	476990	-	MDNEJI_04611	budR	SO:0001217, UniRef:UniRef50_A0A380T4Z4
hth-type transcriptional regulator catm	HTH-type transcriptional regulator CatM	contig_333	cds	46684	47634	+	MDNEJI_00501	catM	SO:0001217, UniRef:UniRef50_A0A0D6HTK0
hth-type transcriptional regulator cdhr	HTH-type transcriptional regulator CdhR	contig_555	cds	181443	182453	-	MDNEJI_01066	cdhR	SO:0001217, UniRef:UniRef50_A0A6G8NRD9
hth-type transcriptional regulator cuer	HTH-type transcriptional regulator CueR	contig_1574	cds	18208	18696	-	MDNEJI_06045	cueR	SO:0001217, UniRef:UniRef50_A0A072ZQY8
hth-type transcriptional regulator cynr	HTH-type transcriptional regulator CynR	contig_1019	cds	60841	61734	-	MDNEJI_03497	cynR	SO:0001217, UniRef:UniRef50_A0A5S9QCQ9
hth-type transcriptional regulator cysb	HTH-type transcriptional regulator CysB	contig_666	cds	91446	92420	+	MDNEJI_01200	cysB	SO:0001217, UniRef:UniRef50_P0A9F3
hth-type transcriptional regulator dmlr	HTH-type transcriptional regulator DmlR	contig_1574;contig_333;contig_666;contig_896;contig_963	cds	56825;72663;79792;86478;92419	57736;73592;80706;87413;93351	+;-	MDNEJI_00542;MDNEJI_01184;MDNEJI_01741;MDNEJI_03058;MDNEJI_06093	dmlR	SO:0001217, UniRef:UniRef50_A0A0B7D7C0;SO:0001217, UniRef:UniRef50_A0A7U7IBE4;SO:0001217, UniRef:UniRef50_A0A833PPQ9;SO:0001217, UniRef:UniRef50_A0A833U8N1;SO:0001217, UniRef:UniRef50_A0A9P1R5D3
hth-type transcriptional regulator gadw,transcriptional activator ftra,adenosine deaminase,ysirk-targeted surface antigen transcriptional regulator,helix-turn-helix domain	HTH-type transcriptional regulator gadW,transcriptional activator FtrA,Adenosine deaminase,YSIRK-targeted surface antigen transcriptional regulator,Helix-turn-helix domain	contig_1574	cds	172109	173137	-	MDNEJI_06189		SO:0001217, UniRef:UniRef50_A0AAJ5ND44
hth-type transcriptional regulator gbpr	HTH-type transcriptional regulator GbpR	contig_1019	cds	540806	541693	-	MDNEJI_03980	gbpR	SO:0001217, UniRef:UniRef50_A0A853T1J6
hth-type transcriptional regulator gltc	HTH-type transcriptional regulator GltC	contig_222	cds	43007	43936	+	MDNEJI_00286	gltC	SO:0001217, UniRef:UniRef50_A0A423N8C1
hth-type transcriptional regulator gltr	HTH-type transcriptional regulator GltR	contig_1130;contig_1796	cds	118981;183619	119856;184473	+;-	MDNEJI_04267;MDNEJI_06743	gltR	SO:0001217, UniRef:UniRef50_A0A0F6UH75;SO:0001217, UniRef:UniRef50_A0A7V8FCZ2
hth-type transcriptional regulator nimr	HTH-type transcriptional regulator NimR	contig_1352;contig_222	cds	45367;95284	46146;96081	+;-	MDNEJI_00335;MDNEJI_05223	nimR	SO:0001217, UniRef:UniRef50_A0A446CS81;SO:0001217, UniRef:UniRef50_A0A5E7U8J0
hth-type transcriptional regulator norg	HTH-type transcriptional regulator NorG	contig_1130	cds	87337	88839	-	MDNEJI_04241	norG	SO:0001217, UniRef:UniRef50_A0AA46YNZ4
hth-type transcriptional regulator ptxr	HTH-type transcriptional regulator PtxR	contig_985	cds	34082	35020	+	MDNEJI_03220	ptxR	BlastRules:WP_003089264, SO:0001217, UniRef:UniRef50_P72131
hth-type transcriptional regulator puur	HTH-type transcriptional regulator PuuR	contig_963	cds	8437	9036	+	MDNEJI_03009	puuR	SO:0001217, UniRef:UniRef50_A0A240BT45
hth-type transcriptional regulator yhaj	HTH-type transcriptional regulator YhaJ	contig_111	cds	40358	41287	+	MDNEJI_00063	yhaJ	SO:0001217, UniRef:UniRef50_A0A423P109
hth-type transcriptional regulatory protein gabr	HTH-type transcriptional regulatory protein GabR	contig_1130	cds	48661	50151	+	MDNEJI_04209	gabR	SO:0001217, UniRef:UniRef50_A0A2H2Z177
hth-type transcriptional regulatory protein tyrr	HTH-type transcriptional regulatory protein TyrR	contig_1352;contig_1685	cds	24374;367730	25909;369289	+;-	MDNEJI_05540;MDNEJI_06354	tyrR	SO:0001217, UniRef:UniRef50_Q88EH4;SO:0001217, UniRef:UniRef50_Q9I133
hth-type transcriptional repressor allr	HTH-type transcriptional repressor AllR	contig_1019	cds	10865	11593	-	MDNEJI_03449	allR	SO:0001217, UniRef:UniRef50_A0A5E6TTT6
hth-type transcriptional repressor of iron proteins a	HTH-type transcriptional repressor of iron proteins A	contig_1574	cds	298415	299179	-	MDNEJI_06298		SO:0001217, UniRef:UniRef50_A0A0Q3ETQ2
hth-type transcriptional repressor pa14_22550	HTH-type transcriptional repressor PA14_22550	contig_111	cds	34185	35138	-	MDNEJI_00055		SO:0001217, UniRef:UniRef50_A0A0H2ZDG9
hth-type transcriptional repressor rspr	HTH-type transcriptional repressor RspR	contig_1130;contig_1574	cds	28578;60251	29306;60958	-	MDNEJI_04189;MDNEJI_06081	rspR	SO:0001217, UniRef:UniRef50_A0A5E7B8M2;SO:0001217, UniRef:UniRef50_Q396X2
hupe/urej protein	HupE/UreJ protein	contig_908	cds	217397	217969	+	MDNEJI_02161		SO:0001217, UniRef:UniRef50_C6XAM5
hxlr family transcriptional regulator	HxlR family transcriptional regulator	contig_1574;contig_930	cds	1682;24153	2188;24632	+	MDNEJI_02644;MDNEJI_06050	hxlR	SO:0001217, UniRef:UniRef50_A0A1B8TBP8;SO:0001217, UniRef:UniRef50_I3TW69
hybrid sensor histidine kinase/response regulator lads	hybrid sensor histidine kinase/response regulator LadS	contig_1130	cds	260391	262778	+	MDNEJI_04403	ladS	BlastRules:WP_003114327, SO:0001217, UniRef:UniRef50_Q9HX42
hybrid sensor histidine kinase/response regulator rets	hybrid sensor histidine kinase/response regulator RetS	contig_908	cds	179737	182565	+	MDNEJI_02121	retS	BlastRules:WP_003112323, BlastRules:WP_003399691, SO:0001217, UniRef:UniRef50_A0A0D0SHE4
hydro-lyase pa2116	Putative hydro-lyase PA2116	contig_333	cds	84942	85739	+	MDNEJI_00534		SO:0001217, UniRef:UniRef50_Q9I1Z9
hydrogenobyrinate a,c-diamide synthase	Hydrogenobyrinate a,c-diamide synthase	contig_963	cds	94415	95722	-	MDNEJI_03098		SO:0001217, UniRef:UniRef50_Q9I471
hydrolase	Hydrolase;Putative hydrolase	contig_1018;contig_1130	cds	227686;24142	228909;25005	+;-	MDNEJI_03420;MDNEJI_04371		SO:0001217, UniRef:UniRef50_A0A679GGX4;SO:0001217, UniRef:UniRef50_M4WUG8
hydrolase or acyltransferase	Hydrolase or acyltransferase	contig_1019	cds	535691	536386	-	MDNEJI_03972		SO:0001217, UniRef:UniRef50_G0EXR2
hydrolase ycac	Hydrolase YcaC	contig_919	cds	80424	81041	-	MDNEJI_02592	ycaC	SO:0001217, UniRef:UniRef50_A0A5E6SKV3
hydroperoxide stress response transcriptional regulator ohrr	hydroperoxide stress response transcriptional regulator OhrR	contig_1019	cds	363831	364286	-	MDNEJI_03781	ohrR	BlastRules:WP_003090940, SO:0001217, UniRef:UniRef50_A0A143HPL9
hydroperoxide stress response transcriptional regulator ospr	hydroperoxide stress response transcriptional regulator OspR	contig_1019	cds	387724	388215	+	MDNEJI_03805	ospR	BlastRules:WP_003114767, SO:0001217, UniRef:UniRef50_Q9I018
hydroxamate-type ferrisiderophore r	Hydroxamate-type ferrisiderophore receptor	contig_963	cds	44727	46925	-	MDNEJI_03048		SO:0001217, UniRef:UniRef50_A0A157RSE7
hydroxyacylglutathione hydrolase	Hydroxyacylglutathione hydrolase	contig_941	cds	100005	100781	+	MDNEJI_02864		SO:0001217, UniRef:UniRef50_Q87YS8
hydroxymethylpyrimidine kinase	hydroxymethylpyrimidine kinase	contig_1130	cds	259383	260180	-	MDNEJI_04402		SO:0001217, UniRef:UniRef50_N2J2E8
hydroxypyruvate isomerase	Hydroxypyruvate isomerase	contig_1463;contig_930	cds	121801;97006	122583;97803	+;-	MDNEJI_02758;MDNEJI_05720		SO:0001217, UniRef:UniRef50_A0A9X1YJM7;SO:0001217, UniRef:UniRef50_I3TKY0
hydroxypyruvate reductase	Putative hydroxypyruvate reductase	contig_930	cds	119274	120539	-	MDNEJI_02756		SO:0001217, UniRef:UniRef50_A0A128F3Q4
