# Annotated with Bakta								
# Software: v1.8.2								
"# Database: v5.0, light"								
# DOI: 10.1099/mgen.0.000685								
# URL: github.com/oschwengers/bakta								
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_479	cds	401082	402362	-	LLPFDG_14150		4-aminobutyrate transaminase	"SO:0001217, UniRef:UniRef50_F0EZK1"
contig_479	ncRNA-region	402410	402474	-			gabT RNA	"RFAM:RF01738, SO:0005836"
contig_479	cds	402607	404058	-	LLPFDG_14155		Succinate-semialdehyde dehydrogenase	"SO:0001217, UniRef:UniRef50_B8CK70"
contig_479	tRNA	404688	404764	+	LLPFDG_14160	trnR	tRNA-Arg(ccg)	SO:0001036
contig_482	cds	14	277	+	LLPFDG_14165		hypothetical protein	
contig_490	cds	12	230	+	LLPFDG_14170		hypothetical protein	
contig_501	cds	283	792	+	LLPFDG_14175		hypothetical protein	
contig_508	cds	44	289	-	LLPFDG_14180		Transposase	"SO:0001217, UniRef:UniRef50_A0A0A6ZLZ6"
contig_512	cds	293	916	-	LLPFDG_14185		Sulfate transporter	"SO:0001217, UniRef:UniRef50_A0A7V8FBW5"
contig_513	cds	4	219	+	LLPFDG_14190		hypothetical protein	
contig_524	cds	15	263	+	LLPFDG_14195		hypothetical protein	
contig_531	cds	122	355	+	LLPFDG_14200		hypothetical protein	
contig_541	cds	47	256	-	LLPFDG_14205		hypothetical protein	PFAM:PF00202.24
contig_545	cds	686	883	-	LLPFDG_14210		hypothetical protein	PFAM:PF10417.12
contig_549	cds	65	202	+	LLPFDG_14215		hypothetical protein	
contig_556	cds	297	419	-	LLPFDG_14220		hypothetical protein	
contig_557	cds	94	309	-	LLPFDG_14225		hypothetical protein	PFAM:PF06827.17
contig_559	cds	171	350	-	LLPFDG_14230		hypothetical protein	
contig_561	cds	15	239	+	LLPFDG_14235		hypothetical protein	
contig_561	cds	264	359	-	LLPFDG_14240		hypothetical protein	
contig_566	cds	3	218	+	LLPFDG_14245		hypothetical protein	
contig_567	cds	27	209	+	LLPFDG_14250		hypothetical protein	
contig_574	cds	74	271	+	LLPFDG_14255		hypothetical protein	PFAM:PF00557.27
contig_575	cds	124	267	+	LLPFDG_14260		hypothetical protein	
contig_579	cds	133	270	-	LLPFDG_14265		hypothetical protein	
contig_589	cds	89	292	-	LLPFDG_14270		hypothetical protein	
contig_590	cds	2418	3767	-	LLPFDG_14275		Chromosome segregation protein SMC	"SO:0001217, UniRef:UniRef50_A0A142IPD0"
contig_590	cds	3764	10060	-	LLPFDG_14280		Protein kinase domain-containing protein	"SO:0001217, UniRef:UniRef50_U6ZZQ3"
contig_590	cds	10075	10713	-	LLPFDG_14285		Pyruvate formate-lyase 1-activating enzyme	"SO:0001217, UniRef:UniRef50_A0A378KTI4"
contig_590	cds	10715	12544	-	LLPFDG_14290		ATP-dependent Clp protease ATP-binding subunit	"SO:0001217, UniRef:UniRef50_A0A7Y6ZS17"
contig_590	cds	12675	13217	-	LLPFDG_14295		Cyclic nucleotide-binding domain-containing protein	"SO:0001217, UniRef:UniRef50_A6V8H2"
contig_590	cds	13292	13570	-	LLPFDG_14300		DUF2156 domain-containing protein	"SO:0001217, UniRef:UniRef50_A6V8H1"
contig_590	cds	13600	13992	-	LLPFDG_14305		CENP-V/GFA domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0P1GZW4"
contig_590	cds	14024	14503	-	LLPFDG_14310		2-polyprenyl-6-hydroxyphenyl methylase/3-demethylubiquinone-9 3-methyltransferase	"SO:0001217, UniRef:UniRef50_A0A7Y9UJK8"
contig_590	cds	14672	15211	+	LLPFDG_14315		Sigma70-r4-2 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0H2ZB59"
contig_590	cds	15214	16149	+	LLPFDG_14320		Sensor	"SO:0001217, UniRef:UniRef50_A0A7U6RBJ5"
contig_590	cds	16578	17216	+	LLPFDG_14325		SAM-dependent methyltransferase	"SO:0001217, UniRef:UniRef50_A0A0D6T213"
contig_590	cds	17422	18108	-	LLPFDG_14330		DJ-1-PfpI domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3M5DHG8"
contig_590	cds	18208	18696	-	LLPFDG_14335	cueR	HTH-type transcriptional regulator CueR	"SO:0001217, UniRef:UniRef50_A0A0P0AIJ1"
contig_590	cds	18929	19759	+	LLPFDG_14340		Bifunctional esterase/perhydrolase DCH	"SO:0001217, UniRef:UniRef50_Q83WC8"
contig_590	cds	19885	21120	+	LLPFDG_14345		NADH oxidase	"SO:0001217, UniRef:UniRef50_A0A853SY56"
contig_590	cds	21135	21473	-	LLPFDG_14350		Ferredoxin	"SO:0001217, UniRef:UniRef50_L0DVW5"
contig_590	cds	21490	23799	-	LLPFDG_14355		Ferredoxin	"SO:0001217, UniRef:UniRef50_A0A071L4E5"
contig_590	cds	24153	24632	+	LLPFDG_14360		HTH hxlR-type domain-containing protein	"SO:0001217, UniRef:UniRef50_N8RC30"
contig_590	cds	24680	25543	-	LLPFDG_14365		Multidrug DMT transporter permease	"SO:0001217, UniRef:UniRef50_A0A0F0DSE9"
contig_590	cds	25963	27054	-	LLPFDG_14370		Putrescine-binding periplasmic protein	"SO:0001217, UniRef:UniRef50_A0A193SQ03"
contig_590	cds	27253	27867	-	LLPFDG_14375	lysE	LysE family translocator	"SO:0001217, UniRef:UniRef50_A0A140NQ56"
contig_590	cds	27926	28900	-	LLPFDG_14380		Cysteine synthase	"SO:0001217, UniRef:UniRef50_P45040"
contig_590	cds	29021	30106	+	LLPFDG_14385		Putative membrane protein	"SO:0001217, UniRef:UniRef50_G8PZG2"
contig_590	cds	30269	31114	+	LLPFDG_14390		AAA domain-containing protein	"SO:0001217, UniRef:UniRef50_F7ZGY9"
contig_590	cds	31179	31574	+	LLPFDG_14395		CENP-V/GFA domain-containing protein	"SO:0001217, UniRef:UniRef50_S6API8"
contig_590	cds	31623	32804	+	LLPFDG_14400		VWA domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A2E5M697"
contig_590	cds	32918	33937	+	LLPFDG_14405		HTH araC/xylS-type domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3M5D641"
contig_590	cds	34230	34463	-	LLPFDG_14410		Orphan protein	"SO:0001217, UniRef:UniRef50_G0A730"
contig_590	cds	34473	34949	-	LLPFDG_14415	tse2	type VI secretion system effector Tse2	"BlastRules:WP_003101516, SO:0001217, UniRef:UniRef50_Q9I0E0"
contig_590	cds	35096	36685	-	LLPFDG_14420		MFS domain-containing protein	"SO:0001217, UniRef:UniRef50_F6A9R9"
contig_590	cds	36688	37995	-	LLPFDG_14425	oprD	"Outer membrane porin, OprD family"	"SO:0001217, UniRef:UniRef50_A0A1P8F409"
contig_590	cds	38044	40023	-	LLPFDG_14430		Amidohydro-3 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1H0H0M3"
contig_590	cds	40490	41170	+	LLPFDG_14435	ycaC	Putative hydrolase YcaC	"SO:0001217, UniRef:UniRef50_A0A5E7MPY9"
contig_590	cds	41227	41508	+	LLPFDG_14440	xapX	XapX domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A318AXQ3"
contig_590	cds	41678	42571	+	LLPFDG_14445	araC	AraC family transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A0A8RU79"
contig_590	cds	42685	43788	+	LLPFDG_14450	yaiW	Uncharacterized protein YaiW	"SO:0001217, UniRef:UniRef50_P77562"
contig_590	cds	43869	44195	+	LLPFDG_14455		Thioredoxin domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0A8RT86"
contig_590	cds	44223	44723	-	LLPFDG_14460		Acyl-CoA thioesterase	"SO:0001217, UniRef:UniRef50_A0A4Q0ZBR4"
contig_590	cds	44894	45418	-	LLPFDG_14465	nsrR	HTH-type transcriptional repressor NsrR	"SO:0001217, UniRef:UniRef50_A0A5E7PVV3"
contig_590	cds	45687	46892	+	LLPFDG_14470		NADH dehydrogenase FAD-containing subunit	"SO:0001217, UniRef:UniRef50_A0A4R7UGY9"
contig_590	cds	46927	48045	-	LLPFDG_14475		CRISPR-associated protein Csc2	"SO:0001217, UniRef:UniRef50_A0A0H2ZCD0"
contig_590	cds	48386	49300	-	LLPFDG_14480	pfeE	ferric enterobactin esterase PfeE	"BlastRules:WP_003090549, SO:0001217, UniRef:UniRef50_Q9I0F2"
contig_590	cds	49320	51560	-	LLPFDG_14485	pfeA	siderophore enterobactin receptor PfeA	"BlastRules:WP_003113404, SO:0001217, UniRef:UniRef50_P05825"
contig_590	cds	51659	52999	-	LLPFDG_14490	pfeS	Sensor protein PfeS	"SO:0001217, UniRef:UniRef50_Q04804"
contig_590	cds	52999	53715	-	LLPFDG_14495		DNA-binding response regulator	"SO:0001217, UniRef:UniRef50_A0A0J6IJM1"
contig_590	cds	53981	56050	+	LLPFDG_14500		hypothetical protein	"PFAM:PF04717.15, PFAM:PF06715.15"
contig_590	cds	56100	60053	+	LLPFDG_14505	tse5	Toxin protein Tse5	"SO:0001217, UniRef:UniRef50_Q9I0F4, VFDB:VFC0086, VFDB:VFG051484"
contig_590	cds	60050	60241	+	LLPFDG_14510		Phage protein	"SO:0001217, UniRef:UniRef50_A6V8C7"
contig_590	cds	60251	60958	-	LLPFDG_14515		HTH gntR-type domain-containing protein	"SO:0001217, UniRef:UniRef50_N9EP70"
contig_590	cds	61006	62049	-	LLPFDG_14520		4-hydroxyproline 2-epimerase	"SO:0001217, UniRef:UniRef50_B9JQV3"
contig_590	cds	62060	63538	-	LLPFDG_14525		"Betaine aldehyde dehydrogenase 2, mitochondrial"	"SO:0001217, UniRef:UniRef50_A0A024HC74"
contig_590	cds	63535	64815	-	LLPFDG_14530		DAO domain-containing protein	"SO:0001217, UniRef:UniRef50_N9DEN7"
contig_590	cds	64812	65855	-	LLPFDG_14535		4-hydroxyproline 2-epimerase 2	"SO:0001217, UniRef:UniRef50_A9AQW9"
contig_590	cds	65912	66790	-	LLPFDG_14540		4-hydroxy-tetrahydrodipicolinate synthase	"SO:0001217, UniRef:UniRef50_A0A2N7VMT3"
contig_590	cds	66818	67483	-	LLPFDG_14545		ABC transmembrane type-1 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A2U8G890"
contig_590	cds	67496	68167	-	LLPFDG_14550		ABC transmembrane type-1 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1C7CCL9"
contig_590	cds	68180	69001	-	LLPFDG_14555	glnQ	Glutamine transport ATP-binding protein GlnQ	"SO:0001217, UniRef:UniRef50_A0A1Q9QY44"
contig_590	cds	69071	69913	-	LLPFDG_14560		PBPb domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A2U8G7T8"
contig_590	cds	70269	71231	+	LLPFDG_14565		PALP domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A2A5CXU5"
contig_590	cds	71239	72480	-	LLPFDG_14570		Carboxymethylenebutenolidase	"SO:0001217, UniRef:UniRef50_A6V8C5"
contig_590	cds	72663	73592	-	LLPFDG_14575		HTH lysR-type domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A7U9EHG1"
contig_590	cds	73615	74589	-	LLPFDG_14580		"Zn-dependent oxidoreductase, NADPH:quinone reductase"	"SO:0001217, UniRef:UniRef50_J3DE61"
contig_590	cds	74815	75567	+	LLPFDG_14585		Methyltransf-11 domain-containing protein	"SO:0001217, UniRef:UniRef50_Q096S9"
contig_590	cds	76170	76973	+	LLPFDG_14590		Transport permease protein	"SO:0001217, UniRef:UniRef50_A0A127MPD4"
contig_590	cds	76963	78690	+	LLPFDG_14595		T2SP-E domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A091BKH0"
contig_590	cds	78695	79882	+	LLPFDG_14600		Type II secretion system F family protein	"SO:0001217, UniRef:UniRef50_A0A0N9ZPU5"
contig_590	cds	79936	80370	+	LLPFDG_14605		Type II secretion system core protein G	"SO:0001217, UniRef:UniRef50_A0A537QR72"
contig_590	cds	80312	80749	+	LLPFDG_14610		Type II secretion system protein	"SO:0001217, UniRef:UniRef50_A0A0C7CYD5"
contig_590	cds	80749	81174	+	LLPFDG_14615		Type II secretion system protein	"SO:0001217, UniRef:UniRef50_A0A0P0AJZ2"
contig_590	cds	81171	81761	+	LLPFDG_14620		Type II secretion system protein J	"SO:0001217, UniRef:UniRef50_A0A127MPX3"
contig_590	cds	81751	82830	+	LLPFDG_14625		General secretion pathway protein K	"SO:0001217, UniRef:UniRef50_A0A0K3AF42"
contig_590	cds	83417	83860	+	LLPFDG_14630		Fimbrial assembly protein	"SO:0001217, UniRef:UniRef50_A0A1C7BNA1"
contig_590	cds	83860	84444	+	LLPFDG_14635		Type II secretion system protein M	"SO:0001217, UniRef:UniRef50_A0A1C7C763"
contig_590	cds	84687	85004	+	LLPFDG_14640		Lipoprotein	"SO:0001217, UniRef:UniRef50_A0A0C7CWY8"
contig_590	cds	85080	85433	-	LLPFDG_14645		Transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A5E7N128"
contig_590	cds	85741	86097	-	LLPFDG_14650		"6-carboxy-5,6,7,8-tetrahydropterin synthase"	"SO:0001217, UniRef:UniRef50_Q8K9D8"
contig_590	cds	86198	87751	-	LLPFDG_14655		Sigma-54 factor interaction domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0C5E739"
contig_590	cds	87906	89087	+	LLPFDG_14660		Flavohemoprotein	"SO:0001217, UniRef:UniRef50_A0A1I7KNC7"
contig_590	cds	89141	89398	+	LLPFDG_14665	ppyR	psl/pyoverdine operon transcriptional regulator PpyR	"BlastRules:WP_003090502, SO:0001217, UniRef:UniRef50_U3B2K7"
contig_590	cds	89385	90578	+	LLPFDG_14670		Short-chain dehydrogenase	"SO:0001217, UniRef:UniRef50_I4CPJ2"
contig_590	cds	90579	90845	-	LLPFDG_14675		DUF4148 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A142IWQ9"
contig_590	cds	90829	91722	-	LLPFDG_14680		Alpha/beta hydrolase	"SO:0001217, UniRef:UniRef50_A0A5J6QPT5"
contig_590	cds	91749	92831	-	LLPFDG_14685		PNPLA domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0H4I4G4"
contig_590	cds	93046	93354	+	LLPFDG_14690		Propeptide amd peptidase m4	"SO:0001217, UniRef:UniRef50_G8Q556"
contig_590	cds	93354	93668	+	LLPFDG_14695		PepSY domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HJZ0"
contig_590	cds	93668	94339	+	LLPFDG_14700	carR	two-component system response regulator CarR	"BlastRules:WP_003090494, SO:0001217, UniRef:UniRef50_Q9I0I1"
contig_590	cds	94336	95673	+	LLPFDG_14705	carS	two-component system sensor histidine kinase CarS	"BlastRules:WP_003090493, SO:0001217, UniRef:UniRef50_A0A6I1L7R5"
contig_590	cds	95764	96072	+	LLPFDG_14710		hypothetical protein	
contig_590	cds	96077	98221	-	LLPFDG_14715	mcpU	Methyl-accepting chemotaxis protein McpU	"SO:0001217, UniRef:UniRef50_Q88NI1"
contig_590	cds	98480	99805	+	LLPFDG_14720		Sodium:proton antiporter	"SO:0001217, UniRef:UniRef50_A0A1H9WDJ2"
contig_590	cds	99922	101604	+	LLPFDG_14725	ctpM	Methyl-accepting chemotaxis protein CtpM	"SO:0001217, UniRef:UniRef50_Q9I0I6"
contig_590	cds	101764	102822	+	LLPFDG_14730		AI-2E family transporter	"SO:0001217, UniRef:UniRef50_F6AV56"
contig_590	cds	103029	103838	-	LLPFDG_14735		Methyltransferase domain protein	"SO:0001217, UniRef:UniRef50_A0A853T458"
contig_590	cds	103953	105413	-	LLPFDG_14740		NADH-quinone oxidoreductase subunit N	"SO:0001217, UniRef:UniRef50_Q83QT2"
contig_590	cds	105421	106950	-	LLPFDG_14745		NADH-quinone oxidoreductase subunit M	"SO:0001217, UniRef:UniRef50_P0AFE9"
contig_590	cds	106978	108825	-	LLPFDG_14750		NADH-quinone oxidoreductase subunit L	"SO:0001217, UniRef:UniRef50_P33607"
contig_590	cds	108822	109130	-	LLPFDG_14755		NADH-quinone oxidoreductase subunit K	"SO:0001217, UniRef:UniRef50_Q87ZQ0"
contig_590	cds	109176	109676	-	LLPFDG_14760		NADH-quinone oxidoreductase subunit J	"SO:0001217, UniRef:UniRef50_Q9I0J3"
contig_590	cds	109688	110236	-	LLPFDG_14765		NADH-quinone oxidoreductase subunit I	"SO:0001217, UniRef:UniRef50_Q7N2J4"
contig_590	cds	110248	111243	-	LLPFDG_14770		NADH-quinone oxidoreductase subunit H	"SO:0001217, UniRef:UniRef50_A0A378Q2J3"
contig_590	cds	111240	113957	-	LLPFDG_14775		NADH-quinone oxidoreductase	"SO:0001217, UniRef:UniRef50_A0A377D022"
contig_590	cds	114089	115435	-	LLPFDG_14780		NADH-quinone oxidoreductase subunit F	"SO:0001217, UniRef:UniRef50_E8Q752"
contig_590	cds	115432	115932	-	LLPFDG_14785		NADH-quinone oxidoreductase subunit E	"SO:0001217, UniRef:UniRef50_Q9I0J8"
contig_590	cds	115934	117715	-	LLPFDG_14790		NADH-quinone oxidoreductase subunit C/D	"SO:0001217, UniRef:UniRef50_B2VIV5"
contig_590	cds	117796	118473	-	LLPFDG_14795		NADH-quinone oxidoreductase subunit B	"SO:0001217, UniRef:UniRef50_Q8EI30"
contig_590	cds	118484	118897	-	LLPFDG_14800		NADH-quinone oxidoreductase subunit A	"SO:0001217, UniRef:UniRef50_A0A0J1LNV0"
contig_590	cds	119496	120011	-	LLPFDG_14805		DUF4442 domain-containing protein	"SO:0001217, UniRef:UniRef50_G2J4R2"
contig_590	cds	120129	122147	-	LLPFDG_14810		hypothetical protein	PFAM:PF05787.16
contig_590	cds	122326	123921	-	LLPFDG_14815		Isocitrate lyase	"SO:0001217, UniRef:UniRef50_N6VZV2"
contig_590	ncRNA	124066	124304	-	LLPFDG_14820	srbA	sRNA regulator of biofilms A	"RFAM:RF02872, SO:0000655"
contig_590	cds	124516	125337	-	LLPFDG_14825		Secretin-N domain-containing protein	"SO:0001217, UniRef:UniRef50_N2JAB1"
contig_590	cds	125334	125954	-	LLPFDG_14830		Histone acetyltransferase HPA2	"SO:0001217, UniRef:UniRef50_F8H023"
contig_590	cds	125961	126386	-	LLPFDG_14835		Acetyl transferase	"SO:0001217, UniRef:UniRef50_A0A073A1M0"
contig_590	cds	126379	127548	-	LLPFDG_14840		50S ribosomal protein L16 3-hydroxylase	"SO:0001217, UniRef:UniRef50_A0A5E6Y8D4"
contig_590	cds	127608	128978	-	LLPFDG_14845		Adenylosuccinate lyase	"SO:0001217, UniRef:UniRef50_A0A447LMW6"
contig_590	cds	129053	129937	-	LLPFDG_14850	eamA	EamA family transporter	"SO:0001217, UniRef:UniRef50_A4XUZ1"
contig_590	cds	129940	130560	-	LLPFDG_14855		High frequency lysogenization HflD-like protein	"SO:0001217, UniRef:UniRef50_Q87ZR5"
contig_590	cds	130557	131684	-	LLPFDG_14860	mnmA	tRNA-specific 2-thiouridylase MnmA	"SO:0001217, UniRef:UniRef50_Q87ZR6"
contig_590	cds	131728	132198	-	LLPFDG_14865	nudJ	Phosphatase NudJ	"SO:0001217, UniRef:UniRef50_A0A1V0B785"
contig_590	cds	132285	134510	-	LLPFDG_14870		Isocitrate dehydrogenase [NADP]	"SO:0001217, UniRef:UniRef50_A0A1U6GJ91"
contig_590	cds	134869	136125	+	LLPFDG_14875		Isocitrate dehydrogenase [NADP]	"SO:0001217, UniRef:UniRef50_Q59940"
contig_590	cds	136199	136471	-	LLPFDG_14880	cspD	Cold shock-like protein CspD	"SO:0001217, UniRef:UniRef50_A0A4Y8SLM7"
contig_590	cds	136697	137065	+	LLPFDG_14885	clpS	ATP-dependent Clp protease adapter protein ClpS	"SO:0001217, UniRef:UniRef50_Q5R0C3"
contig_590	cds	137093	139369	+	LLPFDG_14890	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	"SO:0001217, UniRef:UniRef50_A0A7W0X0L3"
contig_590	cds	139451	139669	-	LLPFDG_14895		Translation initiation factor IF-1	"SO:0001217, UniRef:UniRef50_A0A1F5IZF5"
contig_590	cds	139774	140481	-	LLPFDG_14900		Aspartate/glutamate leucyltransferase	"SO:0001217, UniRef:UniRef50_Q4K9V0"
contig_590	cds	140536	141216	-	LLPFDG_14905		Leucyl/phenylalanyl-tRNA--protein transferase	"SO:0001217, UniRef:UniRef50_Q0A7X8"
contig_590	cds	141254	142204	-	LLPFDG_14910		Glucosaminate ammonia-lyase	"SO:0001217, UniRef:UniRef50_Q93HX6"
contig_590	cds	142432	144867	+	LLPFDG_14915	ftsK	DNA translocase FtsK	"BlastRules:WP_010895627, SO:0001217, UniRef:UniRef50_B5JY79"
contig_590	cds	144893	145519	+	LLPFDG_14920		Outer-membrane lipoprotein carrier protein	"SO:0001217, UniRef:UniRef50_Q87ZS6"
contig_590	cds	145529	146854	+	LLPFDG_14925		Replication-associated recombination protein A	"SO:0001217, UniRef:UniRef50_B1Y154"
contig_590	cds	146976	148256	+	LLPFDG_14930		Serine--tRNA ligase	"SO:0001217, UniRef:UniRef50_Q820S5"
contig_590	cds	148258	149655	+	LLPFDG_14935		Siroheme synthase	"SO:0001217, UniRef:UniRef50_Q820Q4"
contig_590	cds	149660	150634	-	LLPFDG_14940	pcpF	Glutathionyl-hydroquinone reductase PcpF	"SO:0001217, UniRef:UniRef50_Q8KN33"
contig_590	cds	150722	151705	-	LLPFDG_14945		thymidine phosphorylase	"SO:0001217, UniRef:UniRef50_A0A8H2NYY5"
contig_590	cds	151702	152037	-	LLPFDG_14950	tusE	Sulfurtransferase TusE	"SO:0001217, UniRef:UniRef50_Q2NU63"
contig_590	cds	152034	152339	-	LLPFDG_14955	tusB	Sulfur relay protein TusB	"SO:0001217, UniRef:UniRef50_Q4K9W2"
contig_590	cds	152339	152698	-	LLPFDG_14960		Protein TusC-like protein	"SO:0001217, UniRef:UniRef50_Q9I0N2"
contig_590	cds	152695	153090	-	LLPFDG_14965	tusD	Sulfur transfer complex subunit TusD	"SO:0001217, UniRef:UniRef50_A0A4P0UJ98"
contig_590	cds	153201	153869	-	LLPFDG_14970		BAX inhibitor protein	"SO:0001217, UniRef:UniRef50_A1U0T3"
contig_590	tRNA	153999	154088	+	LLPFDG_14975	trnS	tRNA-Ser(tga)	SO:0000269
contig_590	cds	154223	155806	-	LLPFDG_14980		Sulfurtransferase	"SO:0001217, UniRef:UniRef50_R4Y9I8"
contig_590	cds	155803	156408	-	LLPFDG_14985		3-mercaptopropionate dioxygenase	"BlastRules:WP_003113364, EC:1.13.11.-, SO:0001217, UniRef:UniRef50_Q4ZQD9"
contig_590	cds	156521	157417	+	LLPFDG_14990	hdfR	HTH-type transcriptional regulator HdfR	"SO:0001217, UniRef:UniRef50_B1G5F2"
contig_590	cds	157736	158824	+	LLPFDG_14995		Alkanesulfonate monooxygenase	"SO:0001217, UniRef:UniRef50_A0A2X1GT31"
contig_590	cds	158834	159778	+	LLPFDG_15000		PBPb domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0C5E5V0"
contig_590	cds	159788	160870	+	LLPFDG_15005		Putative lavin-dependent oxidoreductase	"SO:0001217, UniRef:UniRef50_A0A378A4P5"
contig_590	cds	160875	162026	+	LLPFDG_15010		Acyl-CoA dehydrogenase	"SO:0001217, UniRef:UniRef50_R4Y909"
contig_590	cds	162134	163120	+	LLPFDG_15015		PBPb domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0A8RPI1"
contig_590	cds	163132	164088	+	LLPFDG_15020		PBPb domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A7U6M2P5"
contig_590	cds	164224	165183	+	LLPFDG_15025		PBPb domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A512J3W2"
contig_590	cds	165250	165822	-	LLPFDG_15030	qteE	quorum threshold expression protein QteE	"BlastRules:WP_003090369, SO:0001217, UniRef:UniRef50_A6V4I4"
contig_590	cds	166032	167135	-	LLPFDG_15035		Putrescine/agmatine-binding protein	"SO:0001217, UniRef:UniRef50_Q9I0P5"
contig_590	cds	167288	168094	+	LLPFDG_15040		Helix-turn-helix transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A072ZQT2"
contig_590	cds	168214	170868	+	LLPFDG_15045		Colicin I receptor	"SO:0001217, UniRef:UniRef50_A0A0Q1JNB5"
contig_590	cds	170879	172093	+	LLPFDG_15050		MFS transporter	"SO:0001217, UniRef:UniRef50_UPI0007A943BF"
contig_590	cds	172109	173137	-	LLPFDG_15055		"HTH-type transcriptional regulator gadW,transcriptional activator FtrA,Adenosine deaminase,YSIRK-targeted surface antigen transcriptional regulator,Helix-turn-helix domain"	"SO:0001217, UniRef:UniRef50_A0A498RX82"
contig_590	cds	173755	174903	+	LLPFDG_15060	pqsH	2-heptyl-3-hydroxy-4(1H)-quinolone synthase	"BlastRules:WP_003119987, EC:1.14.13.182, SO:0001217, UniRef:UniRef50_Q02N79"
contig_590	cds	175245	175889	+	LLPFDG_15065	gacA	Response regulator GacA	"SO:0001217, UniRef:UniRef50_P32967"
contig_590	cds	175890	177716	+	LLPFDG_15070		UvrABC system protein C	"SO:0001217, UniRef:UniRef50_A0A5S9P2K8"
contig_590	cds	177750	178310	+	LLPFDG_15075		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	"SO:0001217, UniRef:UniRef50_A0A1V0LCH5"
contig_590	tRNA	178379	178454	+	LLPFDG_15080	trnG	tRNA-Gly(gcc)	SO:0000260
contig_590	cds	179187	180242	-	LLPFDG_15085		Fimbrial domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3G7HE02"
contig_590	cds	180972	183857	+	LLPFDG_15090		histidine kinase	"SO:0001217, UniRef:UniRef50_A0A448BK46"
contig_590	cds	183948	184481	+	LLPFDG_15095		hypothetical protein	PFAM:PF04352.16
contig_590	tRNA	184772	184845	+	LLPFDG_15100	trnC	tRNA-Cys(gca)	SO:0000258
contig_590	cds	185238	186278	-	LLPFDG_15105		Lipoprotein	"SO:0001217, UniRef:UniRef50_A0A072ZNU1"
contig_590	cds	186702	187292	+	LLPFDG_15110		Modulator of drug activity B	"SO:0001217, UniRef:UniRef50_C9Y0A2"
contig_590	cds	187617	188483	+	LLPFDG_15115		"Tryptophan 2,3-dioxygenase"	"SO:0001217, UniRef:UniRef50_Q1LK00"
