# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1019	ncRNA-region	16744	16828	+	-	68.6	3.6e-11	-	-	-	RFAM:RF01740
contig_1019	cds	16840	19611	+	MDNEJI_03455	1358.0	0.0	0.969	1.0	0.800	UniRef:UniRef50_A0A5J6QC95
contig_1019	cds	19699	20784	+	MDNEJI_03456	464.0	3.2e-162	0.992	0.909	0.654	UniRef:UniRef50_Q6ALW3
contig_1019	cds	20784	21881	+	MDNEJI_03457	466.0	3.8e-163	0.984	0.947	0.641	UniRef:UniRef50_Q608S2
contig_1019	cds	21950	23059	+	MDNEJI_03458	427.0	1.0e-147	1.011	0.956	0.614	UniRef:UniRef50_A0A5J4E7J7
contig_1019	cds	23052	25292	+	MDNEJI_03459	865.0	3.0e-308	1.027	0.988	0.601	UniRef:UniRef50_A0A2E6M221
contig_1019	cds	25292	25981	+	MDNEJI_03460	261.0	3.5e-86	0.978	0.821	0.616	UniRef:UniRef50_P43893
contig_1019	cds	26249	27928	+	MDNEJI_03461	863.0	0.0	0.993	0.901	0.793	UniRef:UniRef50_A0A1B8P219
contig_1019	cds	28065	28349	+	MDNEJI_03462	124.0	1.4e-36	0.968	0.820	0.648	UniRef:UniRef50_P57394
contig_1019	cds	28743	29780	+	MDNEJI_03463	649.0	4.6e-235	1.0	0.833	1.0	UniRef:UniRef50_Q9XC65
contig_1019	cds	29867	31102	+	MDNEJI_03464	742.0	5.6e-271	1.0	1.0	1.0	UniRef:UniRef50_Q9XC64
contig_1019	cds	31102	32106	+	MDNEJI_03465	629.0	2.9e-228	0.991	0.883	0.961	UniRef:UniRef50_A0AAQ3R188
contig_1019	cds	32103	33338	+	MDNEJI_03466	781.0	4.2e-286	1.0	0.941	0.998	UniRef:UniRef50_Q9XC62
contig_1019	cds	33331	34365	+	MDNEJI_03467	470.0	1.8e-166	0.826	0.963	0.803	UniRef:UniRef50_A0A4Q3AQ71
contig_1019	cds	34369	35487	+	MDNEJI_03468	446.0	5.0e-155	1.065	1.0	0.566	UniRef:UniRef50_Q9XC60
contig_1019	cds	35505	36635	+	MDNEJI_03469	504.0	3.9e-177	0.989	0.853	0.675	UniRef:UniRef50_A0A097I5C2
contig_1019	cds	36653	37855	+	MDNEJI_03470	786.0	1.3e-288	0.990	0.975	0.997	UniRef:UniRef50_Q8KIU8
contig_1019	cds	37852	38796	+	MDNEJI_03471	609.0	3.2e-221	0.994	0.912	0.990	UniRef:UniRef50_A0A1V9UFE7
contig_1019	cds	38897	39922	+	MDNEJI_03472	362.0	2.9e-122	0.977	0.812	0.580	UniRef:UniRef50_G3XD50
contig_1019	cds	39935	41932	+	MDNEJI_03473	846.0	3.9e-302	0.977	0.850	0.662	UniRef:UniRef50_Q9HZ86
contig_1019	cds	42123	42452	+	MDNEJI_03474	147.0	1.4e-45	0.972	0.930	0.792	UniRef:UniRef50_Q9HZ87
contig_1019	tRNA	42525	42600	-	MDNEJI_03475	80.7	-	-	-	-	-
contig_1019	cds	42669	43865	-	MDNEJI_03476	582.0	1.5e-206	1.0	0.819	0.751	UniRef:UniRef50_P72173
contig_1019	cds	44053	46065	+	MDNEJI_03477	895.0	0.0	1.004	0.975	0.681	UniRef:UniRef50_A3N031
contig_1019	cds	46069	47628	-	MDNEJI_03478	978.0	0.0	0.994	0.824	0.992	UniRef:UniRef50_A0A3M5D3D9
contig_1019	cds	47618	48652	-	MDNEJI_03479	402.0	5.2e-138	0.994	0.884	0.629	UniRef:UniRef50_A0A1H2G885
contig_1019	cds	48755	49675	+	MDNEJI_03480	358.0	2.6e-122	1.007	0.960	0.623	UniRef:UniRef50_A0A0F9XXD9
contig_1019	cds	49713	51197	+	MDNEJI_03481	637.0	6.4e-226	0.988	0.897	0.629	UniRef:UniRef50_A0A1H9GIK1
contig_1019	tRNA	51399	51474	+	MDNEJI_03482	77.4	-	-	-	-	-
contig_1019	tRNA	51523	51598	+	MDNEJI_03483	68.9	-	-	-	-	-
contig_1019	tRNA	51692	51767	+	MDNEJI_03484	77.4	-	-	-	-	-
contig_1019	tRNA	51814	51889	+	MDNEJI_03485	68.9	-	-	-	-	-
contig_1019	cds	52048	52590	+	MDNEJI_03486	234.0	2.5e-77	0.994	0.918	0.687	UniRef:UniRef50_Q9HZ91
contig_1019	cds	52602	53459	+	MDNEJI_03487	-	-	-	-	-	-
contig_1019	cds	53572	54219	+	MDNEJI_03488	337.0	3.7e-117	1.009	0.991	0.806	UniRef:UniRef50_A0A653V8Y7
contig_1019	cds	54219	54656	+	MDNEJI_03489	241.0	2.7e-81	0.993	0.832	0.806	UniRef:UniRef50_Q9HZ94
contig_1019	cds	54749	55708	+	MDNEJI_03490	389.0	8.7e-134	0.969	0.854	0.647	UniRef:UniRef50_Q9AMN9
contig_1019	cds	55723	56469	-	MDNEJI_03491	290.0	6.6e-97	0.992	0.860	0.618	UniRef:UniRef50_A0A1Y5RYS3
contig_1019	cds	56486	57289	-	MDNEJI_03492	-	-	-	-	-	-
contig_1019	ncRNA-region	57386	57452	+	-	69.2	1.2e-11	-	-	-	RFAM:RF02523
contig_1019	cds	57447	57896	+	MDNEJI_03493	222.0	2.0e-73	0.960	0.817	0.776	UniRef:UniRef50_P96193
contig_1019	cds	57940	59268	-	MDNEJI_03494	470.0	6.5e-162	1.005	0.908	0.579	UniRef:UniRef50_A0A0R0CVE9
contig_1019	cds	59380	60291	+	MDNEJI_03495	508.0	1.5e-181	1.0	0.894	0.845	UniRef:UniRef50_A0A3R8LT79
contig_1019	cds	60371	60748	+	MDNEJI_03496	180.0	1.3e-57	0.992	0.827	0.734	UniRef:UniRef50_A0A5E6ZJY3
contig_1019	cds	60841	61734	-	MDNEJI_03497	471.0	2.7e-167	0.963	0.888	0.815	UniRef:UniRef50_A0A5S9QCQ9
contig_1019	cds	61897	63321	+	MDNEJI_03498	729.0	6.3e-263	0.992	0.883	0.755	UniRef:UniRef50_A1AW36
contig_1019	cds	63333	63971	+	MDNEJI_03499	339.0	1.7e-117	0.995	0.808	0.749	UniRef:UniRef50_Q65V08
contig_1019	cds	64043	64804	+	MDNEJI_03500	338.0	1.0e-115	0.984	0.822	0.707	UniRef:UniRef50_A0A5E4Y6U0
contig_1019	cds	64863	65945	+	MDNEJI_03501	450.0	5.0e-157	0.994	0.975	0.651	UniRef:UniRef50_A0A6J5DY08
contig_1019	cds	66015	67127	+	MDNEJI_03502	543.0	7.8e-193	1.008	0.910	0.721	UniRef:UniRef50_Q9KQG2
contig_1019	cds	67229	68239	+	MDNEJI_03503	376.0	1.3e-128	1.0	0.946	0.601	UniRef:UniRef50_O87014
contig_1019	cds	68408	71182	+	MDNEJI_03504	1169.0	0.0	1.002	1.013	0.826	UniRef:UniRef50_A6V2V9
contig_1019	cds	71204	72061	+	MDNEJI_03505	480.0	1.1e-170	0.975	0.837	0.831	UniRef:UniRef50_A0A941QXN1
contig_1019	cds	72151	72786	+	MDNEJI_03506	378.0	3.8e-133	0.910	0.821	0.995	UniRef:UniRef50_Q59649
contig_1019	cds	73055	73927	+	MDNEJI_03507	336.0	2.2e-114	0.962	0.962	0.591	UniRef:UniRef50_A0KLN6
contig_1019	cds	73924	75213	+	MDNEJI_03508	549.0	1.2e-193	0.998	0.949	0.657	UniRef:UniRef50_Q9HZA8
contig_1019	cds	75217	75864	+	MDNEJI_03509	196.0	9.5e-61	1.312	1.011	0.500	UniRef:UniRef50_Q9HZA9
contig_1019	cds	75965	76480	+	MDNEJI_03510	144.0	1.5e-42	0.971	0.960	0.506	UniRef:UniRef50_Q0VPJ4
contig_1019	cds	76703	78208	+	MDNEJI_03511	651.0	4.2e-232	0.980	1.0	0.662	UniRef:UniRef50_A0A522RMJ5
contig_1019	cds	78225	79436	+	MDNEJI_03512	489.0	1.3e-170	0.968	0.853	0.649	UniRef:UniRef50_A0A2P5N969
contig_1019	cds	79433	80200	+	MDNEJI_03513	376.0	2.6e-131	0.969	0.936	0.769	UniRef:UniRef50_A0A2U2N630
contig_1019	cds	80287	82263	-	MDNEJI_03514	679.0	1.3e-236	0.950	0.837	0.592	UniRef:UniRef50_P35818
contig_1019	cds	82268	82924	-	MDNEJI_03515	-	-	-	-	-	-
contig_1019	cds	83195	84703	+	MDNEJI_03516	731.0	2.9e-262	0.968	0.848	0.782	UniRef:UniRef50_P31702
contig_1019	cds	84703	85920	+	MDNEJI_03517	415.0	8.6e-142	0.995	0.973	0.603	UniRef:UniRef50_A0A2A2IVN4
contig_1019	cds	85925	86371	+	MDNEJI_03518	180.0	3.4e-57	0.939	0.858	0.662	UniRef:UniRef50_K2JQH1
contig_1019	cds	86378	86896	+	MDNEJI_03519	179.0	1.6e-55	1.099	0.851	0.534	UniRef:UniRef50_A0A078LS93
contig_1019	cds	86893	87282	+	MDNEJI_03520	133.0	3.5e-39	0.961	0.919	0.581	UniRef:UniRef50_Q00516
contig_1019	cds	87279	87983	+	MDNEJI_03521	230.0	3.4e-74	0.979	0.891	0.576	UniRef:UniRef50_Q00517
contig_1019	cds	87980	88981	+	MDNEJI_03522	-	-	-	-	-	-
contig_1019	cds	88978	90126	+	MDNEJI_03523	425.0	1.0e-146	0.992	0.990	0.591	UniRef:UniRef50_P25060
contig_1019	cds	90128	90652	+	MDNEJI_03524	184.0	6.2e-58	0.954	0.943	0.620	UniRef:UniRef50_P25061
contig_1019	tRNA	90791	90866	+	MDNEJI_03525	84.4	-	-	-	-	-
contig_1019	tRNA	90883	90959	+	MDNEJI_03526	90.7	-	-	-	-	-
contig_1019	tRNA	91074	91150	+	MDNEJI_03527	90.7	-	-	-	-	-
contig_1019	cds	91438	92475	-	MDNEJI_03528	430.0	9.7e-150	0.997	0.975	0.622	UniRef:UniRef50_A0A024HK06
contig_1019	cds	92472	93590	-	MDNEJI_03529	746.0	1.1e-273	0.997	0.954	0.992	UniRef:UniRef50_Q9HZB5
contig_1019	cds	93805	95844	+	MDNEJI_03530	912.0	0.0	0.996	0.807	0.678	UniRef:UniRef50_H3RAB2
contig_1019	cds	96217	97620	+	MDNEJI_03531	471.0	1.5e-162	0.998	1.038	0.560	UniRef:UniRef50_A0A1H6WUU0
contig_1019	cds	97658	98557	+	MDNEJI_03532	358.0	2.3e-122	0.967	0.835	0.623	UniRef:UniRef50_A0A379IEM9
contig_1019	cds	98558	99523	-	MDNEJI_03533	316.0	6.3e-105	0.963	0.824	0.547	UniRef:UniRef50_A0A0C4WKX8
contig_1019	cds	99648	100535	+	MDNEJI_03534	537.0	2.8e-193	0.997	0.922	0.871	UniRef:UniRef50_Q88LC3
contig_1019	cds	100535	101515	+	MDNEJI_03535	497.0	3.3e-176	1.150	1.005	0.648	UniRef:UniRef50_W6RHJ2
contig_1019	cds	101512	102372	+	MDNEJI_03536	394.0	1.4e-136	1.010	0.840	0.678	UniRef:UniRef50_Q88LC1
contig_1019	cds	102456	102719	+	MDNEJI_03537	140.0	2.1e-43	1.0	0.870	0.759	UniRef:UniRef50_S6AHL4
contig_1019	cds	102719	103552	+	MDNEJI_03538	437.0	2.3e-154	0.989	0.870	0.741	UniRef:UniRef50_A0A1X1QR09
contig_1019	cds	103571	106228	+	MDNEJI_03539	1149.0	0.0	1.062	0.997	0.623	UniRef:UniRef50_A0A0A2HYA1
contig_1019	cds	106675	108639	+	MDNEJI_03540	877.0	0.0	1.087	1.026	0.640	UniRef:UniRef50_A0A679GN66
contig_1019	cds	108698	110065	+	MDNEJI_03541	667.0	4.0e-239	1.002	0.896	0.702	UniRef:UniRef50_A0A3M4RDL5
contig_1019	cds	110245	111342	+	MDNEJI_03542	228.0	7.7e-70	1.0	0.946	0.553	UniRef:UniRef50_A0A172WWI7
contig_1019	cds	111354	113735	+	MDNEJI_03543	1274.0	0.0	0.990	0.876	0.839	UniRef:UniRef50_A0A1N6U3C4
contig_1019	cds	113807	115102	-	MDNEJI_03544	750.0	6.3e-273	0.923	0.852	0.990	UniRef:UniRef50_A0A4U0JQ87
contig_1019	cds	115099	115770	-	MDNEJI_03545	261.0	1.6e-86	0.946	0.861	0.597	UniRef:UniRef50_A0A0C5E2J5
contig_1019	cds	116094	119018	+	MDNEJI_03546	1841.0	0.0	1.0	1.0	0.982	UniRef:UniRef50_A6V301
contig_1019	cds	119025	120104	-	MDNEJI_03547	710.0	8.6e-260	1.025	1.0	0.973	UniRef:UniRef50_Q9HZD2
contig_1019	cds	120158	121789	-	MDNEJI_03548	1055.0	0.0	1.0	0.933	0.996	UniRef:UniRef50_W6RHH5
contig_1019	cds	121786	123546	-	MDNEJI_03549	582.0	2.8e-201	1.096	0.998	0.542	UniRef:UniRef50_M4X2B5
contig_1019	cds	123543	124565	-	MDNEJI_03550	338.0	1.2e-113	0.976	0.927	0.536	UniRef:UniRef50_A0A5S9PSQ8
contig_1019	cds	124558	125052	-	MDNEJI_03551	-	-	-	-	-	-
contig_1019	cds	125049	125987	-	MDNEJI_03552	418.0	1.1e-145	0.974	0.905	0.717	UniRef:UniRef50_Q88LA4
contig_1019	cds	125998	126978	-	MDNEJI_03553	428.0	1.0e-148	1.009	0.864	0.681	UniRef:UniRef50_A0A0P7ZF96
contig_1019	cds	127319	128089	+	MDNEJI_03554	231.0	2.0e-74	0.918	0.948	0.511	UniRef:UniRef50_A0A556AYJ4
contig_1019	cds	128363	133225	+	MDNEJI_03555	2701.0	0.0	0.998	0.971	0.831	UniRef:UniRef50_Q9HZE0
contig_1019	cds	133788	136634	+	MDNEJI_03556	1872.0	0.0	1.075	1.0	0.930	UniRef:UniRef50_Q9HZE4
contig_1019	cds	136612	140193	+	MDNEJI_03557	1216.0	0.0	1.023	1.005	0.521	UniRef:UniRef50_Q9HZE5
contig_1019	cds	140233	140751	+	MDNEJI_03558	237.0	6.6e-79	1.0	0.961	0.698	UniRef:UniRef50_Q9HZE6
contig_1019	cds	140757	142124	+	MDNEJI_03559	864.0	0.0	1.0	0.877	0.987	UniRef:UniRef50_Q9HZE7
contig_1019	cds	142102	143091	+	MDNEJI_03560	355.0	7.0e-121	0.997	0.991	0.567	UniRef:UniRef50_A0A1G7CBS1
contig_1019	cds	143088	144611	+	MDNEJI_03561	816.0	1.9e-296	0.996	0.932	0.780	UniRef:UniRef50_A0A105TFM6
contig_1019	cds	144613	145983	+	MDNEJI_03562	447.0	9.0e-153	1.0	0.954	0.511	UniRef:UniRef50_Q9HZF0
contig_1019	cds	146024	146254	-	MDNEJI_03563	-	-	-	-	-	-
contig_1019	cds	146380	146856	+	MDNEJI_03564	184.0	1.7e-58	0.994	0.946	0.643	UniRef:UniRef50_Q9HZF2
contig_1019	cds	146894	147370	+	MDNEJI_03565	247.0	1.9e-83	0.918	0.873	0.821	UniRef:UniRef50_Q9HZF2
contig_1019	cds	147487	149391	-	MDNEJI_03566	1187.0	0.0	0.972	0.963	0.966	UniRef:UniRef50_Q9HZF4
contig_1019	cds	149559	150560	-	MDNEJI_03567	435.0	7.4e-152	0.934	0.871	0.672	UniRef:UniRef50_A0A157P5A4
contig_1019	cds	150632	151513	-	MDNEJI_03568	568.0	1.5e-205	1.0	0.899	0.986	UniRef:UniRef50_Q9HZF6
contig_1019	cds	151606	151887	+	MDNEJI_03569	191.0	1.6e-63	1.0	1.0	1.0	UniRef:UniRef50_Q9HZF7
contig_1019	cds	151944	152972	+	MDNEJI_03570	572.0	4.1e-205	0.988	0.835	0.885	UniRef:UniRef50_Q9HZF8
contig_1019	cds	153060	153272	-	MDNEJI_03571	106.0	1.8e-30	1.029	0.986	0.653	UniRef:UniRef50_A0A1V0B637
contig_1019	ncRNA-region	153291	153418	-	-	123.0	2.6e-19	-	-	-	RFAM:RF01755
contig_1019	cds	153733	155910	+	MDNEJI_03572	1185.0	0.0	1.004	1.0	0.802	UniRef:UniRef50_A0A0F7M329
contig_1019	cds	155978	157408	-	MDNEJI_03573	672.0	8.5e-240	1.0	0.835	0.716	UniRef:UniRef50_I4KBL7
contig_1019	cds	157719	158063	+	MDNEJI_03574	-	-	-	-	-	-
contig_1019	cds	158490	159113	+	MDNEJI_03575	235.0	1.4e-76	1.005	0.842	0.591	UniRef:UniRef50_P0A4H2
contig_1019	cds	159127	161352	+	MDNEJI_03576	1151.0	0.0	1.019	1.001	0.816	UniRef:UniRef50_Q9HZG4
contig_1019	cds	161363	162694	-	MDNEJI_03577	499.0	3.4e-173	1.005	0.883	0.560	UniRef:UniRef50_Q9HZG5
contig_1019	cds	162812	163135	-	MDNEJI_03578	110.0	1.1e-30	0.972	0.897	0.587	UniRef:UniRef50_A0A6G6J192
contig_1019	cds	163149	163529	-	MDNEJI_03579	158.0	3.8e-49	0.968	0.847	0.721	UniRef:UniRef50_A0A5N7JN27
contig_1019	cds	163533	163862	-	MDNEJI_03580	181.0	9.4e-59	1.0	1.0	0.881	UniRef:UniRef50_A0A024HKW3
contig_1019	cds	164333	165541	+	MDNEJI_03581	525.0	2.3e-184	0.955	0.815	0.688	UniRef:UniRef50_A0A6C2UN12
contig_1019	cds	165726	166991	-	MDNEJI_03582	567.0	4.5e-201	0.995	0.929	0.659	UniRef:UniRef50_F8HAE7
contig_1019	cds	167160	168026	-	MDNEJI_03583	367.0	3.5e-126	0.990	0.848	0.653	UniRef:UniRef50_C3V9Z1
contig_1019	cds	168026	168958	-	MDNEJI_03584	558.0	2.6e-201	0.887	0.873	0.982	UniRef:UniRef50_Q9HZH2
contig_1019	cds	168975	169571	-	MDNEJI_03585	240.0	6.2e-79	1.0	0.818	0.621	UniRef:UniRef50_A0A9P1R6A8
contig_1019	cds	169737	170294	+	MDNEJI_03586	218.0	6.6e-71	1.0	0.916	0.643	UniRef:UniRef50_U1Z9M7
contig_1019	cds	170340	170579	+	MDNEJI_03587	80.9	6.7e-20	0.924	0.802	0.562	UniRef:UniRef50_A0A5E6ULC2
contig_1019	cds	170946	172349	+	MDNEJI_03588	592.0	3.2e-209	1.004	0.931	0.623	UniRef:UniRef50_A0A5C6DF07
contig_1019	tRNA	172407	172483	-	MDNEJI_03589	80.7	-	-	-	-	-
contig_1019	cds	172637	172858	-	MDNEJI_03590	105.0	5.5e-30	1.0	0.869	0.699	UniRef:UniRef50_G3XCW5
contig_1019	cds	172989	173585	-	MDNEJI_03591	249.0	6.3e-83	0.975	0.932	0.632	UniRef:UniRef50_Q883K6
contig_1019	cds	173652	174191	+	MDNEJI_03592	238.0	4.1e-79	1.017	0.968	0.654	UniRef:UniRef50_A0A0A1W9L1
contig_1019	cds	174188	175405	+	MDNEJI_03593	536.0	2.6e-189	0.973	0.910	0.701	UniRef:UniRef50_Q9HZH8
contig_1019	cds	175434	176465	-	MDNEJI_03594	526.0	2.0e-187	0.974	0.886	0.793	UniRef:UniRef50_A0A0C5DWF8
contig_1019	cds	176642	178237	+	MDNEJI_03595	683.0	8.2e-243	0.994	0.893	0.631	UniRef:UniRef50_A0A1X7AN47
contig_1019	cds	178243	179823	+	MDNEJI_03596	557.0	8.3e-194	1.017	0.961	0.555	UniRef:UniRef50_A0A5E7J626
contig_1019	cds	179844	181403	+	MDNEJI_03597	617.0	1.3e-217	0.994	0.931	0.587	UniRef:UniRef50_W2UCM3
contig_1019	cds	181478	182386	+	MDNEJI_03598	438.0	3.1e-155	1.0	1.253	0.798	UniRef:UniRef50_A0A3M5E712
contig_1019	cds	182489	183295	+	MDNEJI_03599	359.0	4.4e-124	1.004	0.944	0.636	UniRef:UniRef50_A0A1M7MMT7
contig_1019	cds	183339	183725	-	MDNEJI_03600	139.0	2.3e-41	0.953	0.847	0.566	UniRef:UniRef50_Q9HZI5
contig_1019	cds	183782	185710	-	MDNEJI_03601	943.0	0.0	0.998	0.968	0.699	UniRef:UniRef50_A0A9X1BHF5
contig_1019	cds	185936	187858	+	MDNEJI_03602	909.0	0.0	1.0	1.008	0.745	UniRef:UniRef50_A0A0F2P1F3
contig_1019	cds	188009	188695	+	MDNEJI_03603	457.0	2.3e-163	0.991	0.804	1.0	UniRef:UniRef50_A0A2A2EBK8
contig_1019	cds	188725	189162	-	MDNEJI_03604	229.0	1.2e-76	0.993	0.862	0.771	UniRef:UniRef50_A0A3M4VRX7
contig_1019	cds	189370	189804	+	MDNEJI_03605	186.0	6.2e-60	1.007	1.0	0.614	UniRef:UniRef50_Q9HZJ0
contig_1019	cds	189821	190624	-	MDNEJI_03606	491.0	6.1e-176	1.0	0.921	0.955	UniRef:UniRef50_Q9HZJ1
contig_1019	cds	191067	193214	+	MDNEJI_03607	1188.0	0.0	0.926	0.829	0.917	UniRef:UniRef50_P28793
contig_1019	cds	193245	194420	+	MDNEJI_03608	714.0	2.2e-259	1.0	0.863	0.923	UniRef:UniRef50_P28790
contig_1019	cds	194503	194877	+	MDNEJI_03609	255.0	7.3e-88	1.0	1.0	0.992	UniRef:UniRef50_Q9HZJ4
contig_1019	cds	194968	197574	+	MDNEJI_03610	1231.0	0.0	1.013	0.929	0.691	UniRef:UniRef50_K0CC60
contig_1019	cds	197681	198199	+	MDNEJI_03611	197.0	3.7e-63	1.006	0.994	0.607	UniRef:UniRef50_A0A1H1SL87
contig_1019	cds	198405	198638	+	MDNEJI_03612	125.0	1.1e-37	1.0	0.802	0.805	UniRef:UniRef50_Q87ZB7
contig_1019	cds	198660	199145	-	MDNEJI_03613	171.0	3.8e-53	1.006	0.926	0.630	UniRef:UniRef50_Q9HZJ8
contig_1019	cds	199157	199771	-	MDNEJI_03614	253.0	1.1e-83	1.0	0.843	0.637	UniRef:UniRef50_P37452
contig_1019	cds	200003	200704	+	MDNEJI_03615	228.0	5.0e-74	0.923	0.995	0.544	UniRef:UniRef50_A0A142BD85
contig_1019	cds	200906	201904	+	MDNEJI_03616	551.0	7.2e-197	1.0	0.834	0.849	UniRef:UniRef50_Q9HZK0
contig_1019	cds	201916	202653	+	MDNEJI_03617	294.0	7.1e-99	0.992	0.903	0.638	UniRef:UniRef50_Q87ZC3
contig_1019	cds	202700	203329	-	MDNEJI_03618	379.0	9.1e-134	0.919	0.850	1.0	UniRef:UniRef50_Q9HZK2
contig_1019	cds	203340	206792	-	MDNEJI_03619	1424.0	0.0	1.009	0.982	0.622	UniRef:UniRef50_A0A4Z0WL10
contig_1019	cds	206926	208392	+	MDNEJI_03620	592.0	4.9e-208	0.982	0.842	0.633	UniRef:UniRef50_A4VMV5
contig_1019	cds	208494	209903	+	MDNEJI_03621	568.0	7.3e-199	0.957	0.810	0.639	UniRef:UniRef50_P24207
contig_1019	cds	210162	211499	+	MDNEJI_03622	541.0	2.0e-189	1.004	0.892	0.617	UniRef:UniRef50_Q9HZK6
contig_1019	cds	211503	212714	+	MDNEJI_03623	494.0	2.2e-172	1.017	0.911	0.593	UniRef:UniRef50_Q8ZBZ1
contig_1019	cds	212707	213492	+	MDNEJI_03624	312.0	4.3e-105	0.989	0.822	0.636	UniRef:UniRef50_A0A3R8NB53
contig_1019	cds	213492	214163	+	MDNEJI_03625	288.0	3.0e-97	0.978	0.912	0.670	UniRef:UniRef50_A0A8J7IEP6
contig_1019	cds	214163	214771	+	MDNEJI_03626	298.0	6.6e-102	0.980	0.839	0.727	UniRef:UniRef50_Q9HZL0
contig_1019	cds	214782	216005	+	MDNEJI_03627	480.0	2.7e-167	1.002	0.971	0.559	UniRef:UniRef50_B0MXK8
contig_1019	cds	216025	217026	+	MDNEJI_03628	415.0	2.4e-143	0.982	0.845	0.615	UniRef:UniRef50_S6AHU3
contig_1019	cds	217023	217250	+	MDNEJI_03629	90.1	1.0e-23	1.067	0.976	0.563	UniRef:UniRef50_F6AIX8
contig_1019	cds	217429	218823	+	MDNEJI_03630	596.0	4.9e-210	0.998	0.822	0.635	UniRef:UniRef50_Q8ZA97
contig_1019	cds	218866	219588	-	MDNEJI_03631	268.0	6.4e-89	0.996	0.960	0.594	UniRef:UniRef50_A0A0F9V6A8
contig_1019	cds	219585	219893	-	MDNEJI_03632	139.0	1.5e-42	0.961	0.891	0.663	UniRef:UniRef50_A0A1I4QD55
contig_1019	cds	219903	220502	-	MDNEJI_03633	376.0	3.1e-133	0.995	0.975	0.990	UniRef:UniRef50_A6V3A9
contig_1019	cds	220605	221855	+	MDNEJI_03634	602.0	3.4e-214	1.005	0.865	0.758	UniRef:UniRef50_Q9HZL8
contig_1019	cds	221848	222531	+	MDNEJI_03635	269.0	1.4e-89	0.974	0.850	0.638	UniRef:UniRef50_C5BU91
contig_1019	cds	222601	223845	+	MDNEJI_03636	496.0	1.9e-172	1.010	0.865	0.610	UniRef:UniRef50_Q9HZL8
contig_1019	cds	223933	224466	-	MDNEJI_03637	197.0	9.0e-63	0.983	0.888	0.557	UniRef:UniRef50_A0AAD1F2A5
contig_1019	cds	224597	226822	+	MDNEJI_03638	757.0	1.5e-265	1.003	0.942	0.577	UniRef:UniRef50_A0A2N7YCE6
contig_1019	cds	226895	227530	+	MDNEJI_03639	232.0	1.5e-75	0.976	0.896	0.544	UniRef:UniRef50_A0A1A8TMX2
contig_1019	cds	227527	227967	+	MDNEJI_03640	153.0	1.3e-46	0.973	0.947	0.599	UniRef:UniRef50_Q9HZM2
contig_1019	cds	227967	228965	+	MDNEJI_03641	361.0	1.2e-122	0.982	0.926	0.555	UniRef:UniRef50_Q88LM9
contig_1019	cds	229003	229188	+	MDNEJI_03642	73.6	1.3e-17	0.885	0.831	0.630	UniRef:UniRef50_A0A1Y1SFL6
contig_1019	cds	229188	229952	+	MDNEJI_03643	392.0	1.2e-136	0.992	0.800	0.778	UniRef:UniRef50_Q88LM7
contig_1019	cds	229952	230416	+	MDNEJI_03644	177.0	1.3e-55	0.981	0.883	0.629	UniRef:UniRef50_A0A6L5QSB9
contig_1019	cds	230413	231432	+	MDNEJI_03645	359.0	1.4e-121	1.044	0.944	0.542	UniRef:UniRef50_A0A951Z0K6
contig_1019	cds	231590	234763	-	MDNEJI_03646	-	-	-	-	-	-
contig_1019	ncRNA-region	234774	235041	-	-	262.4	2.5e-36	-	-	-	RFAM:RF01756
contig_1019	cds	235340	236296	+	MDNEJI_03647	431.0	1.8e-150	0.947	0.825	0.728	UniRef:UniRef50_A0A9E6A5E3
contig_1019	cds	236289	236981	+	MDNEJI_03648	264.0	1.3e-87	0.983	0.915	0.606	UniRef:UniRef50_A0A3S4R874
contig_1019	cds	236974	237954	+	MDNEJI_03649	360.0	1.2e-122	0.960	0.897	0.604	UniRef:UniRef50_A0A5C8YEA6
contig_1019	cds	238037	238615	-	MDNEJI_03650	289.0	1.8e-98	1.0	0.824	0.750	UniRef:UniRef50_Q88LM1
contig_1019	cds	238725	239261	+	MDNEJI_03651	261.0	3.6e-88	1.0	0.967	0.758	UniRef:UniRef50_A0A5E7VD08
contig_1019	cds	239275	239457	+	MDNEJI_03652	70.5	2.1e-16	0.900	0.818	0.593	UniRef:UniRef50_C7RBG1
contig_1019	cds	239491	240471	+	MDNEJI_03653	454.0	2.8e-159	0.985	0.902	0.726	UniRef:UniRef50_Q9HZN5
contig_1019	cds	240577	241515	+	MDNEJI_03654	475.0	5.2e-168	1.0	0.897	0.798	UniRef:UniRef50_G3XCZ6
contig_1019	cds	241540	242283	+	MDNEJI_03655	293.0	1.4e-98	0.947	0.845	0.662	UniRef:UniRef50_I4CV97
contig_1019	cds	242479	242715	+	MDNEJI_03656	107.0	9.3e-31	0.974	1.0	0.776	UniRef:UniRef50_Q24U44
contig_1019	cds	242844	244088	+	MDNEJI_03657	572.0	7.6e-205	0.809	1.0	0.845	UniRef:UniRef50_A0A7C6ZG61
contig_1019	cds	244088	244903	+	MDNEJI_03658	533.0	1.9e-192	1.0	0.928	0.993	UniRef:UniRef50_A0A9Q4A1K6
